hybrid_id	left_method_id	right_method_id	rrf_constant	evaluation_k	eligible_query_count	known_item_recall	ranking_ids_sha256	weights_selected	production_selected	hybrid_selected	fusion_weights_selected	historical_relation	semantic_relation	probability	status	limitation
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE-K60	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE	60	1	5	0.2	d1f06093b10e12366e1b77b1c60606a94fdcfbdc10733c2c4ede9551d07ef1cc	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE-K60	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE	60	10	5	0.4	d1f06093b10e12366e1b77b1c60606a94fdcfbdc10733c2c4ede9551d07ef1cc	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE-K60	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE	60	20	5	0.4	d1f06093b10e12366e1b77b1c60606a94fdcfbdc10733c2c4ede9551d07ef1cc	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE-K60	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE	60	5	5	0.4	d1f06093b10e12366e1b77b1c60606a94fdcfbdc10733c2c4ede9551d07ef1cc	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L1-CHAR-3-5-SOURCE_NARRATIVE-K10	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L1-CHAR-3-5-SOURCE_NARRATIVE	10	1	5	0.2	9bcf3ccc2a8185cb179dafd50d8e8debe9a5ee0ad458c3f72210b2bd584fe723	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L1-CHAR-3-5-SOURCE_NARRATIVE-K10	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L1-CHAR-3-5-SOURCE_NARRATIVE	10	10	5	0.4	9bcf3ccc2a8185cb179dafd50d8e8debe9a5ee0ad458c3f72210b2bd584fe723	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L1-CHAR-3-5-SOURCE_NARRATIVE-K10	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L1-CHAR-3-5-SOURCE_NARRATIVE	10	20	5	0.4	9bcf3ccc2a8185cb179dafd50d8e8debe9a5ee0ad458c3f72210b2bd584fe723	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L1-CHAR-3-5-SOURCE_NARRATIVE-K10	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L1-CHAR-3-5-SOURCE_NARRATIVE	10	5	5	0.4	9bcf3ccc2a8185cb179dafd50d8e8debe9a5ee0ad458c3f72210b2bd584fe723	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L1-CHAR-3-5-SOURCE_NARRATIVE-K100	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L1-CHAR-3-5-SOURCE_NARRATIVE	100	1	5	0.2	0b9a891dfa20fbc8c1222d77e1002a57e79cf7158cebbb7528fa63ad51797888	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L1-CHAR-3-5-SOURCE_NARRATIVE-K100	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L1-CHAR-3-5-SOURCE_NARRATIVE	100	10	5	0.4	0b9a891dfa20fbc8c1222d77e1002a57e79cf7158cebbb7528fa63ad51797888	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L1-CHAR-3-5-SOURCE_NARRATIVE-K100	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L1-CHAR-3-5-SOURCE_NARRATIVE	100	20	5	0.4	0b9a891dfa20fbc8c1222d77e1002a57e79cf7158cebbb7528fa63ad51797888	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L1-CHAR-3-5-SOURCE_NARRATIVE-K100	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L1-CHAR-3-5-SOURCE_NARRATIVE	100	5	5	0.4	0b9a891dfa20fbc8c1222d77e1002a57e79cf7158cebbb7528fa63ad51797888	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L1-CHAR-3-5-SOURCE_NARRATIVE-K60	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L1-CHAR-3-5-SOURCE_NARRATIVE	60	1	5	0.2	397ccbd436f057d9ded4f3eb4c8172fe5addca068e3353688e58693196d84ede	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L1-CHAR-3-5-SOURCE_NARRATIVE-K60	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L1-CHAR-3-5-SOURCE_NARRATIVE	60	10	5	0.4	397ccbd436f057d9ded4f3eb4c8172fe5addca068e3353688e58693196d84ede	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L1-CHAR-3-5-SOURCE_NARRATIVE-K60	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L1-CHAR-3-5-SOURCE_NARRATIVE	60	20	5	0.4	397ccbd436f057d9ded4f3eb4c8172fe5addca068e3353688e58693196d84ede	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L1-CHAR-3-5-SOURCE_NARRATIVE-K60	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L1-CHAR-3-5-SOURCE_NARRATIVE	60	5	5	0.4	397ccbd436f057d9ded4f3eb4c8172fe5addca068e3353688e58693196d84ede	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-SOURCE_NARRATIVE-K10	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-SOURCE_NARRATIVE	10	1	5	0.2	bf21428faa5504b79b82d878b704240a4ccc439bb5d1d95756400452a7f8d8fe	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-SOURCE_NARRATIVE-K10	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-SOURCE_NARRATIVE	10	10	5	0.4	bf21428faa5504b79b82d878b704240a4ccc439bb5d1d95756400452a7f8d8fe	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-SOURCE_NARRATIVE-K10	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-SOURCE_NARRATIVE	10	20	5	0.4	bf21428faa5504b79b82d878b704240a4ccc439bb5d1d95756400452a7f8d8fe	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-SOURCE_NARRATIVE-K10	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-SOURCE_NARRATIVE	10	5	5	0.4	bf21428faa5504b79b82d878b704240a4ccc439bb5d1d95756400452a7f8d8fe	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-SOURCE_NARRATIVE-K100	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-SOURCE_NARRATIVE	100	1	5	0.2	bc95d492c4cad3d4110f23d420a48b38cac35b4a39a2452015a1e9a4ce9ad463	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-SOURCE_NARRATIVE-K100	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-SOURCE_NARRATIVE	100	10	5	0.4	bc95d492c4cad3d4110f23d420a48b38cac35b4a39a2452015a1e9a4ce9ad463	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-SOURCE_NARRATIVE-K100	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-SOURCE_NARRATIVE	100	20	5	0.4	bc95d492c4cad3d4110f23d420a48b38cac35b4a39a2452015a1e9a4ce9ad463	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-SOURCE_NARRATIVE-K100	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-SOURCE_NARRATIVE	100	5	5	0.4	bc95d492c4cad3d4110f23d420a48b38cac35b4a39a2452015a1e9a4ce9ad463	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-SOURCE_NARRATIVE-K60	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-SOURCE_NARRATIVE	60	1	5	0.2	bc95d492c4cad3d4110f23d420a48b38cac35b4a39a2452015a1e9a4ce9ad463	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-SOURCE_NARRATIVE-K60	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-SOURCE_NARRATIVE	60	10	5	0.4	bc95d492c4cad3d4110f23d420a48b38cac35b4a39a2452015a1e9a4ce9ad463	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-SOURCE_NARRATIVE-K60	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-SOURCE_NARRATIVE	60	20	5	0.4	bc95d492c4cad3d4110f23d420a48b38cac35b4a39a2452015a1e9a4ce9ad463	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-SOURCE_NARRATIVE-K60	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-SOURCE_NARRATIVE	60	5	5	0.4	bc95d492c4cad3d4110f23d420a48b38cac35b4a39a2452015a1e9a4ce9ad463	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE-K10	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE	10	1	5	0.2	c0d642797b5635e1d3bb3d508ba4c8d74014ed97906eb647dccf3eafa3a374ff	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE-K10	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE	10	10	5	0.4	c0d642797b5635e1d3bb3d508ba4c8d74014ed97906eb647dccf3eafa3a374ff	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE-K10	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE	10	20	5	0.4	c0d642797b5635e1d3bb3d508ba4c8d74014ed97906eb647dccf3eafa3a374ff	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE-K10	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE	10	5	5	0.4	c0d642797b5635e1d3bb3d508ba4c8d74014ed97906eb647dccf3eafa3a374ff	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE-K100	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE	100	1	5	0.2	4e828f6263254307eb97b91307f728da745fa7078c908820cbc379767d209cc2	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE-K100	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE	100	10	5	0.4	4e828f6263254307eb97b91307f728da745fa7078c908820cbc379767d209cc2	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE-K100	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE	100	20	5	0.4	4e828f6263254307eb97b91307f728da745fa7078c908820cbc379767d209cc2	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE-K100	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE	100	5	5	0.4	4e828f6263254307eb97b91307f728da745fa7078c908820cbc379767d209cc2	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE-K60	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE	60	1	5	0.2	3943df7d691ae9e2a204ee7ffb4018a25742bef6141460d111398832b5fcb628	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE-K60	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE	60	10	5	0.4	3943df7d691ae9e2a204ee7ffb4018a25742bef6141460d111398832b5fcb628	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE-K60	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE	60	20	5	0.4	3943df7d691ae9e2a204ee7ffb4018a25742bef6141460d111398832b5fcb628	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE-K60	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-SOURCE_NARRATIVE	60	5	5	0.4	3943df7d691ae9e2a204ee7ffb4018a25742bef6141460d111398832b5fcb628	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SUBJECT-K10	NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SUBJECT	10	1	6	0	1754ce06aec9f24f9972b2352e66193472588b54f4339ccba7722584069bb837	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SUBJECT-K10	NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SUBJECT	10	10	6	0	1754ce06aec9f24f9972b2352e66193472588b54f4339ccba7722584069bb837	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SUBJECT-K10	NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SUBJECT	10	20	6	0	1754ce06aec9f24f9972b2352e66193472588b54f4339ccba7722584069bb837	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SUBJECT-K10	NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SUBJECT	10	5	6	0	1754ce06aec9f24f9972b2352e66193472588b54f4339ccba7722584069bb837	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SUBJECT-K100	NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SUBJECT	100	1	6	0	8cda12f0dc8bfaae95006e26816c222fd79912a760374f9c7ed4ab114f4fd537	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SUBJECT-K100	NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SUBJECT	100	10	6	0	8cda12f0dc8bfaae95006e26816c222fd79912a760374f9c7ed4ab114f4fd537	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SUBJECT-K100	NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SUBJECT	100	20	6	0	8cda12f0dc8bfaae95006e26816c222fd79912a760374f9c7ed4ab114f4fd537	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SUBJECT-K100	NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SUBJECT	100	5	6	0	8cda12f0dc8bfaae95006e26816c222fd79912a760374f9c7ed4ab114f4fd537	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SUBJECT-K60	NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SUBJECT	60	1	6	0	42ae8656eec99e4f795dfc873ea4847da9dff325cf92b35d0c0b02af8b3881e8	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SUBJECT-K60	NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SUBJECT	60	10	6	0	42ae8656eec99e4f795dfc873ea4847da9dff325cf92b35d0c0b02af8b3881e8	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SUBJECT-K60	NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SUBJECT	60	20	6	0	42ae8656eec99e4f795dfc873ea4847da9dff325cf92b35d0c0b02af8b3881e8	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
