vocabulary_candidate_id	vocabulary_id	canonical_label	normalized_label	disposition	status	merge_target_label	merge_target_vocabulary_id	category_ids_json	category_binding_refs_json	bounded_sense	scope_note	ambiguity_note	source_attestations_json	academic_support_json	decision_reason	decision_refs_json	provenance_rounds_json	governed_source_paths_json	universe_hash
R16A-VOCAB-CAND:f1b6501b24f08a9ca4c0940cc81bbbf04ce522aa81cc5f4ad8f0b497efeb6b2d		cultural translation	cultural translation	RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY			[]	[]				[]	[]	Round 10 DEFER_SPLIT_REQUIRED: New evidence explicitly contests one-way transfer and uses incompatible transfer, negotiation, and transformation senses; internal sense separation is required.	"[""docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv#REL-CAND-0008#SENSE-A""]"	"[""ROUND10""]"	"[""docs/research/trace-v49-design-history-relation-grammar-round1/02_ROUND9_INPUT_TERM_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/04_NODE_DERIVATION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv"",""docs/research/trace-v49-exploration-inquiry-flow-round1/02_RESEARCH_CANDIDATE_FREEZE.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:dc02f46703b753f4c1197bd14d98e2f395e9ab01803981e040e66d7d28ffac19		decolonization	decolonization	RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY			[]	[]				[]	[]	Round 9 DEFER_SEMANTIC_AMBIGUITY: Disciplinary/practice and historical-political senses require separately attested sense records.	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv#REL-CAND-0027""]"	"[""ROUND9""]"	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	design diplomacy	design diplomacy	ACTIVE	ACTIVE_USER_VISIBLE			"[""theme""]"	"[""R16-COMP-THEME-01""]"	In governed design-history evidence, design diplomacy denotes diplomatic mechanism. Use requires Cold War international exhibition; documented diplomatic intent, negotiating counterparts, and contingent receiving context; Sweden in Sydney, 1954; application shares the design-diplomacy genealogy.	No ordinary migration, trade, private collaboration, stylistic influence, or generic cross-border event.	Application cites the prior genealogy; intellectual dependence is recorded. Diplomatic intent does not prove audience acceptance. The source calls it a metaphor; reciprocity belongs to negotiation, not assumed audience reception.	"[""R14-EVID-005-01"",""R14-EVID-005-02"",""R14-EVID-006-01"",""R14-EVID-006-02""]"	"[""COMP-SRC-023"",""COMP-SRC-024"",""COMP-SRC-025""]"	Round 16 records the term as ACTIVE_USER_VISIBLE with a complete academic provenance chain.	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639""]"	"[""ROUND16""]"	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv"",""docs/research/trace-v49-exploration-composition-review-round1/06_VOCABULARY_GAP_EVIDENCE.tsv"",""docs/research/trace-v49-exploration-composition-review-round1/07_VOCABULARY_GAP_DECISIONS.tsv"",""docs/research/trace-v49-exploration-composition-review-round1/14_ACTIVATION_CANDIDATE_PACKAGE.json"",""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	design education	design education	ACTIVE	ACTIVE_USER_VISIBLE			"[""movement""]"	"[""R16-COMP-MOVEMENT-03""]"	In the governed Round 16 sources, design education is bounded as follows: Design-history review explicitly addressing graphic design education and institutions; vocabulary support only.; Historical analysis of Bauhaus arts-crafts integration and design education; vocabulary support only.	Design-history review explicitly addressing graphic design education and institutions; vocabulary support only. Historical analysis of Bauhaus arts-crafts integration and design education; vocabulary support only.	The association is institutional and contextual, not a universal path to professional status.	"[""R16-SRC-005:attestation:design-education"",""R16-SRC-006:attestation:design-education""]"	"[""COMP-SRC-001"",""COMP-SRC-002"",""R16-SRC-005"",""R16-SRC-006""]"	Round 16 records the term as ACTIVE_USER_VISIBLE with a complete academic provenance chain.	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97""]"	"[""ROUND16""]"	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv"",""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json"",""scripts/trace-v49-exploration-real-database/scholarly-source-additions-v1.tsv""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:01bd06df459ca09163c9472f24396c6cc3ee57a45f83f89984763fbb1aa39c20		design exchanges	design exchanges	RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY			[]	[]				[]	[]	Round 10 DEFER_HIGH_CONNECTIVITY: The case evidence is strong but the plural term is an umbrella for meetings, networks, exhibitions, commerce, and diplomacy; pairwise connectivity remains too broad.	"[""docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv#REL-CAND-0009#SENSE-A""]"	"[""ROUND10""]"	"[""docs/research/trace-v49-design-history-relation-grammar-round1/02_ROUND9_INPUT_TERM_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/04_NODE_DERIVATION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv"",""docs/research/trace-v49-exploration-inquiry-flow-round1/02_RESEARCH_CANDIDATE_FREEZE.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:bcaaf9bfca6c4e6c47891a53c2ec0086f2a4ac8847d7a382b5bdcdb17563320d		desktop publishing	desktop publishing	REJECTED	GOVERNED_REJECTED			[]	[]				[]	[]	Round 14 failed-only calibration control: This obvious negative verifies that corpus fame does not substitute for evidence.	"[""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json#R14-ASSOC-029""]"	"[""ROUND14""]"	"[""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:b287dfb7fe757676bb2a3c10f593ec0874990dcab0c6a4fef5e1cc8e081295f5		digital interface	digital interface	REJECTED	GOVERNED_REJECTED			[]	[]				[]	[]	Round 14 failed-only calibration control: Temporal contrast and broad design classification do not establish association.	"[""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json#R14-ASSOC-030""]"	"[""ROUND14""]"	"[""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:dcd2d24e4ae90e27099f84a06c0549155b08ffd87c616e9789b1a77d77312c72		displacement	displacement	RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY			[]	[]				[]	[]	Round 10 DEFER_SPLIT_REQUIRED: The new design-history volume intentionally pluralizes forced, spatial, material, semantic, and protest senses; one Node would collapse distinct subjects and forces.	"[""docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv#REL-CAND-0012#SENSE-A""]"	"[""ROUND10""]"	"[""docs/research/trace-v49-design-history-relation-grammar-round1/02_ROUND9_INPUT_TERM_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/04_NODE_DERIVATION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv"",""docs/research/trace-v49-exploration-inquiry-flow-round1/02_RESEARCH_CANDIDATE_FREEZE.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	education	education	ACTIVE	ACTIVE_USER_VISIBLE			"[""movement""]"	"[""R16-COMP-MOVEMENT-01""]"	In the governed Round 16 sources, education is bounded as follows: Historical analysis of Bauhaus arts-crafts integration and design education; vocabulary support only.	Historical analysis of Bauhaus arts-crafts integration and design education; vocabulary support only.	Supported by archive/source evidence. Independent scholarly validation pending.	"[""R14-EVID-020-01""]"	"[""R16-SRC-005""]"	Round 16 records the term as ACTIVE_USER_VISIBLE with a complete academic provenance chain.	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1""]"	"[""ROUND16""]"	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv"",""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json"",""scripts/trace-v49-exploration-real-database/scholarly-source-additions-v1.tsv""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:c750328d81321862a3d149465a4cd5b3c0602ea274151770d1497af292268145		erasure	erasure	RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY			[]	[]				[]	[]	Round 9 DEFER_SINGLE_ATTESTATION: One exact graphic-design-historiographic use was verified.	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv#REL-CAND-0014""]"	"[""ROUND9""]"	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:180a26f2655f92f654a1662d7af03d8ba784a36a43e1541fc89d32324d91a015		exclusion	exclusion	RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY			[]	[]				[]	[]	Round 9 DEFER_SINGLE_ATTESTATION: One exact design-historiographic noun use was verified.	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv#REL-CAND-0013""]"	"[""ROUND9""]"	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73	TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73	exhibition	exhibition	ACTIVE	ACTIVE_USER_VISIBLE			"[""theme""]"	"[""R16-COMP-THEME-01""]"	In governed Round 14 design-history evidence, exhibition is used on this bounded basis: Independent exposition histories directly discuss propagandistic functions of designed exhibitions.; Three independent histories directly analyze exhibitions as sites of design diplomacy.. Diplomatic intention does not guarantee audience reception or political effect.; The assessment remains case-bounded and does not classify every exhibition as propaganda.	Diplomatic intention does not guarantee audience reception or political effect. The assessment remains case-bounded and does not classify every exhibition as propaganda.	Diplomatic intention does not guarantee audience reception or political effect. The assessment remains case-bounded and does not classify every exhibition as propaganda.	"[""R14-EVID-005-02"",""R14-EVID-008-01""]"	"[""COMP-SRC-023"",""COMP-SRC-024"",""COMP-SRC-025""]"	Round 16 records the term as ACTIVE_USER_VISIBLE with a complete academic provenance chain.	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73""]"	"[""ROUND16""]"	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv"",""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	gendering	gendering	ACTIVE	ACTIVE_USER_VISIBLE			"[""region""]"	"[""R16-COMP-REGION-03""]"	In design-history scholarship, gendering is used to describe things, practices, or categories being positioned through gendered distinctions and values.	In scope: gendered positioning and valuation. Out of scope: biological determination or a fixed binary.	Do not expand beyond the governed scope-out. Confusable terms: exclusion; canonization.	"[""R14-EVID-016-01"",""R14-EVID-016-02""]"	"[""COMP-SRC-004"",""COMP-SRC-005""]"	Round 16 records the term as ACTIVE_USER_VISIBLE with a complete academic provenance chain.	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170""]"	"[""ROUND16""]"	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/02_ROUND9_INPUT_TERM_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/04_NODE_DERIVATION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv"",""docs/research/trace-v49-exploration-inquiry-flow-round1/02_RESEARCH_CANDIDATE_FREEZE.json"",""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	imitation	imitation	ACTIVE	ACTIVE_USER_VISIBLE			"[""medium""]"	"[""R16-COMP-MEDIUM-02""]"	In design-history scholarship, imitation is used to describe designs or production practices deliberately following existing forms or models.	In scope: historically situated copying or modeling. Out of scope: automatic identity with piracy or exact duplication.	Do not expand beyond the governed scope-out. Confusable terms: piracy; appropriation; influence.	"[""R14-EVID-017-01"",""R14-EVID-017-03""]"	"[""COMP-SRC-006"",""COMP-SRC-007"",""COMP-SRC-008""]"	Round 16 records the term as ACTIVE_USER_VISIBLE with a complete academic provenance chain.	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795""]"	"[""ROUND16""]"	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/02_ROUND9_INPUT_TERM_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/04_NODE_DERIVATION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv"",""docs/research/trace-v49-exploration-inquiry-flow-round1/02_RESEARCH_CANDIDATE_FREEZE.json"",""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79	TRV:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79	institutionalization	institutionalization	ACTIVE	ACTIVE_USER_VISIBLE			"[""movement""]"	"[""R16-COMP-MOVEMENT-02"",""R16-COMP-MOVEMENT-03""]"	In design-history scholarship, institutionalization is used to describe design becoming embedded in durable organizations, councils, standards, or educational structures.	In scope: embedding design in organizations and rules. Out of scope: professional identity alone.	Do not expand beyond the governed scope-out. Confusable terms: professionalization; canonization.	"[""R14-EVID-001-02"",""R14-EVID-021-02""]"	"[""COMP-SRC-001"",""COMP-SRC-002""]"	Round 16 records the term as ACTIVE_USER_VISIBLE with a complete academic provenance chain.	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79""]"	"[""ROUND16""]"	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/02_ROUND9_INPUT_TERM_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/04_NODE_DERIVATION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv"",""docs/research/trace-v49-exploration-inquiry-flow-round1/02_RESEARCH_CANDIDATE_FREEZE.json"",""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	material displacement	material displacement	ACTIVE	ACTIVE_USER_VISIBLE			"[""region""]"	"[""R16-COMP-REGION-02""]"	In governed design-history evidence, material displacement denotes material displacement. Use requires named material chain and consequences.	Not every material movement: require a named material, origin, destination, chain or force, and material/labor/ecological consequences; never infer forced-human movement, semantic change, or strategy.	Commodity exchange can conceal production relations.	"[""R14-EVID-010-01""]"	"[""COMP-SRC-019"",""COMP-SRC-020""]"	Round 16 records the term as ACTIVE_USER_VISIBLE with a complete academic provenance chain.	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef""]"	"[""ROUND16""]"	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv"",""docs/research/trace-v49-exploration-composition-review-round1/06_VOCABULARY_GAP_EVIDENCE.tsv"",""docs/research/trace-v49-exploration-composition-review-round1/07_VOCABULARY_GAP_DECISIONS.tsv"",""docs/research/trace-v49-exploration-composition-review-round1/14_ACTIVATION_CANDIDATE_PACKAGE.json"",""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:fcaa4a910b3cc0ebf59ee548021f6839689af953c031dedf25a6437be51c6113		mediating channels	mediating channels	RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY			[]	[]				[]	[]	Round 13 NEEDS_ADDITIONAL_EVIDENCE: Exact design-history uses exist, but the second applications explicitly depend on the PCM genealogy and universal-connector risk remains high.	"[""docs/research/trace-v49-exploration-composition-review-round1/07_VOCABULARY_GAP_DECISIONS.tsv#GAP-001:mediating channels""]"	"[""ROUND13""]"	"[""docs/research/trace-v49-exploration-composition-review-round1/06_VOCABULARY_GAP_EVIDENCE.tsv"",""docs/research/trace-v49-exploration-composition-review-round1/07_VOCABULARY_GAP_DECISIONS.tsv""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:9ffa94a6b71ce288865f4ca251cbdc00e8932faa156ba77ab1528a43b3fd37eb		mediating devices	mediating devices	RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY			[]	[]				[]	[]	Round 13 NEEDS_ADDITIONAL_EVIDENCE: Exact design-history uses exist, but the second applications explicitly depend on the PCM genealogy and universal-connector risk remains high.	"[""docs/research/trace-v49-exploration-composition-review-round1/07_VOCABULARY_GAP_DECISIONS.tsv#GAP-001:mediating devices""]"	"[""ROUND13""]"	"[""docs/research/trace-v49-exploration-composition-review-round1/06_VOCABULARY_GAP_EVIDENCE.tsv"",""docs/research/trace-v49-exploration-composition-review-round1/07_VOCABULARY_GAP_DECISIONS.tsv""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:9e44dae2c5ca8dc916878b28f5ec3720e42ea22d2add139759780727e6f487ce	TRV:9e44dae2c5ca8dc916878b28f5ec3720e42ea22d2add139759780727e6f487ce	mediation	mediation	ACTIVE	ACTIVE_USER_VISIBLE			"[""theme""]"	"[""R16-COMP-THEME-02""]"	In design-history scholarship, mediation is used to describe channels, representations, or designed things that shape connections between production, consumption, and meaning.	In scope: intermediaries and channels that shape meaning. Out of scope: a claim that every intermediary works identically.	Do not expand beyond the governed scope-out. Confusable terms: circulation; translation; reception.	"[""R14-EVID-002-01"",""R14-EVID-002-03"",""R14-EVID-003-01""]"	"[""COMP-SRC-009"",""COMP-SRC-010""]"	Round 16 records the term as ACTIVE_USER_VISIBLE with a complete academic provenance chain.	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:9e44dae2c5ca8dc916878b28f5ec3720e42ea22d2add139759780727e6f487ce""]"	"[""ROUND16""]"	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/02_ROUND9_INPUT_TERM_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/04_NODE_DERIVATION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv"",""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv"",""docs/research/trace-v49-exploration-inquiry-flow-round1/02_RESEARCH_CANDIDATE_FREEZE.json"",""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	mobile object	mobile object	ACTIVE	ACTIVE_USER_VISIBLE			"[""region"",""medium""]"	"[""COMP-EVID-022"",""COMP-EVID-023""]"	In governed design-history evidence, mobile object denotes moved entity role. Use requires object biography and reception changes required; specific causes, routes, carriers, and receptions.	Not every moved object: require a bounded itinerary, origin, carrier or route, receiving context, and reception or material change; mobile object is a role, not a relation or automatic connector.	Mobility does not erase colonial violence or infer an abstract route. The noun identifies a role, not a universal relation.	"[""COMP-EVID-022"",""COMP-EVID-023""]"	"[""COMP-SRC-021"",""COMP-SRC-022""]"	Round 16A promotes the verified Round 13 split sense SOURCE_ATTESTED_SPLIT_CANDIDATE: The moved-entity role has two independent scholarly object-history uses; carrier, infrastructure, and route labels did not clear the same gate.	"[""docs/research/trace-v49-exploration-composition-review-round1/07_VOCABULARY_GAP_DECISIONS.tsv#GAP-004:mobile object""]"	"[""ROUND13"",""ROUND16A""]"	"[""docs/research/trace-v49-exploration-composition-review-round1/06_VOCABULARY_GAP_EVIDENCE.tsv"",""docs/research/trace-v49-exploration-composition-review-round1/07_VOCABULARY_GAP_DECISIONS.tsv"",""docs/research/trace-v49-exploration-composition-review-round1/14_ACTIVATION_CANDIDATE_PACKAGE.json"",""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:c7e085e53cd74379c823db830aef364160bc25394c4eaf916d35a3b1b99ce742		oblikovanje	oblikovanje	REJECTED	GOVERNED_REJECTED			[]	[]				[]	[]	Round 9 REJECT_NOT_RELATIONAL: The published Croatian term/gloss names form-giving or design practice rather than a relation.	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv#REL-CAND-0022""]"	"[""ROUND9""]"	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:25f3aeb51f1cc784d9d0bcc166bd876f80678d5528c3e5db0e627a3991ab8fea	TRV:25f3aeb51f1cc784d9d0bcc166bd876f80678d5528c3e5db0e627a3991ab8fea	photography	photography	ACTIVE	ACTIVE_USER_VISIBLE			"[""medium""]"	"[""R16-COMP-MEDIUM-01""]"	In the governed Round 16 sources, photography is bounded as follows: Academic history of photographic montage in a graphic designer's practice; vocabulary support only.	Academic history of photographic montage in a graphic designer's practice; vocabulary support only.	Supported by archive/source evidence. Independent scholarly validation pending.	"[""R14-EVID-018-01""]"	"[""R16-SRC-001""]"	Round 16 records the term as ACTIVE_USER_VISIBLE with a complete academic provenance chain.	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:25f3aeb51f1cc784d9d0bcc166bd876f80678d5528c3e5db0e627a3991ab8fea""]"	"[""ROUND16""]"	"[""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv"",""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json"",""scripts/trace-v49-exploration-real-database/scholarly-source-additions-v1.tsv""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
R16A-VOCAB-CAND:61d6533539bcf696ec678782d0e42e99cbd748f52f1a7a573df5e9a6927f7464		photomontage	photomontage	REJECTED	GOVERNED_REJECTED			[]	[]				[]	[]	Round 14 failed-only calibration control: The sources independently attest practice and professionalization without a shared context.	"[""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json#R14-ASSOC-032""]"	"[""ROUND14""]"	"[""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json""]"	578ec61cac3a0dc43aa38cc3d75e15cd1bf46331f9333a872d9824d6ee648a8f
