rejection_id	association_subgraph_id	topology_family	decision	reason_code	explanation	round15_adapter_version
R16A-TOPOLOGY-00096	R16A-SUBGRAPH-549258FB630681011B31	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00097	R16A-SUBGRAPH-5864EACF9ED32676903D	LINEAR_PATH	INVALID	NOT_A_CONNECTED_LINEAR_TREE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00098	R16A-SUBGRAPH-5864EACF9ED32676903D	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00099	R16A-SUBGRAPH-5864EACF9ED32676903D	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00100	R16A-SUBGRAPH-5864EACF9ED32676903D	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00101	R16A-SUBGRAPH-5864EACF9ED32676903D	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00102	R16A-SUBGRAPH-5864EACF9ED32676903D	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-ENGINE-00103	R16A-SUBGRAPH-5AD0FF2B8DFB96439315	ROUND15_FROZEN_ADMISSION	PRUNED	TOPOLOGY_DEGREE_BOUND	Qualified association was not admitted because the topology-derived local degree bound was already reached; this is not historical rejection.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00104	R16A-SUBGRAPH-5AD0FF2B8DFB96439315	LINEAR_PATH	INVALID	NOT_A_CONNECTED_LINEAR_TREE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00105	R16A-SUBGRAPH-5AD0FF2B8DFB96439315	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00106	R16A-SUBGRAPH-5AD0FF2B8DFB96439315	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00107	R16A-SUBGRAPH-5AD0FF2B8DFB96439315	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00108	R16A-SUBGRAPH-5AD0FF2B8DFB96439315	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00109	R16A-SUBGRAPH-5AD0FF2B8DFB96439315	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00110	R16A-SUBGRAPH-5EA8EA6ADCB918F85D76	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00111	R16A-SUBGRAPH-5EA8EA6ADCB918F85D76	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00112	R16A-SUBGRAPH-5EA8EA6ADCB918F85D76	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00113	R16A-SUBGRAPH-5EA8EA6ADCB918F85D76	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00114	R16A-SUBGRAPH-5EA8EA6ADCB918F85D76	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00115	R16A-SUBGRAPH-62E86E6F8D9B949D1C82	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00116	R16A-SUBGRAPH-62E86E6F8D9B949D1C82	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00117	R16A-SUBGRAPH-62E86E6F8D9B949D1C82	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00118	R16A-SUBGRAPH-62E86E6F8D9B949D1C82	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00119	R16A-SUBGRAPH-62E86E6F8D9B949D1C82	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00120	R16A-SUBGRAPH-66C26404F497FDDBC992	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00121	R16A-SUBGRAPH-66C26404F497FDDBC992	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00122	R16A-SUBGRAPH-66C26404F497FDDBC992	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00123	R16A-SUBGRAPH-66C26404F497FDDBC992	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00124	R16A-SUBGRAPH-66C26404F497FDDBC992	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00125	R16A-SUBGRAPH-6775233A5E9A6DE2D6BA	LINEAR_PATH	INVALID	NOT_A_CONNECTED_LINEAR_TREE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00126	R16A-SUBGRAPH-6775233A5E9A6DE2D6BA	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00127	R16A-SUBGRAPH-6775233A5E9A6DE2D6BA	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00128	R16A-SUBGRAPH-6775233A5E9A6DE2D6BA	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00129	R16A-SUBGRAPH-6775233A5E9A6DE2D6BA	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00130	R16A-SUBGRAPH-6775233A5E9A6DE2D6BA	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00131	R16A-SUBGRAPH-67AB99A934E7823497D1	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00132	R16A-SUBGRAPH-67AB99A934E7823497D1	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00133	R16A-SUBGRAPH-67AB99A934E7823497D1	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00134	R16A-SUBGRAPH-67AB99A934E7823497D1	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00135	R16A-SUBGRAPH-67AB99A934E7823497D1	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00136	R16A-SUBGRAPH-75E9DA0C22CC720AE050	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00137	R16A-SUBGRAPH-75E9DA0C22CC720AE050	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00138	R16A-SUBGRAPH-75E9DA0C22CC720AE050	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00139	R16A-SUBGRAPH-79C0D024084B65B35470	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00140	R16A-SUBGRAPH-79C0D024084B65B35470	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00141	R16A-SUBGRAPH-79C0D024084B65B35470	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00142	R16A-SUBGRAPH-7BCF077B210539ABB07A	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00143	R16A-SUBGRAPH-7BCF077B210539ABB07A	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00144	R16A-SUBGRAPH-7BCF077B210539ABB07A	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00145	R16A-SUBGRAPH-7BCF077B210539ABB07A	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00146	R16A-SUBGRAPH-7BCF077B210539ABB07A	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00147	R16A-SUBGRAPH-7C0BE9DC5178DC5CC4FE	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00148	R16A-SUBGRAPH-7C0BE9DC5178DC5CC4FE	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00149	R16A-SUBGRAPH-7C0BE9DC5178DC5CC4FE	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00150	R16A-SUBGRAPH-7C0BE9DC5178DC5CC4FE	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00151	R16A-SUBGRAPH-7C0BE9DC5178DC5CC4FE	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00152	R16A-SUBGRAPH-7CA138E26F911B673E59	LINEAR_PATH	INVALID	NOT_A_CONNECTED_LINEAR_TREE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00153	R16A-SUBGRAPH-7CA138E26F911B673E59	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00154	R16A-SUBGRAPH-7CA138E26F911B673E59	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00155	R16A-SUBGRAPH-7CA138E26F911B673E59	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00156	R16A-SUBGRAPH-7CA138E26F911B673E59	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00157	R16A-SUBGRAPH-7CA138E26F911B673E59	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00158	R16A-SUBGRAPH-7E7023EF90B89B67B80A	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00159	R16A-SUBGRAPH-7E7023EF90B89B67B80A	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00160	R16A-SUBGRAPH-7E7023EF90B89B67B80A	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00161	R16A-SUBGRAPH-7E7023EF90B89B67B80A	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00162	R16A-SUBGRAPH-7E7023EF90B89B67B80A	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00163	R16A-SUBGRAPH-80D093986C07DD00CEFA	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00164	R16A-SUBGRAPH-80D093986C07DD00CEFA	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00165	R16A-SUBGRAPH-80D093986C07DD00CEFA	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00166	R16A-SUBGRAPH-80D093986C07DD00CEFA	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00167	R16A-SUBGRAPH-80D093986C07DD00CEFA	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00168	R16A-SUBGRAPH-8626D7F8F98388E2D8B1	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00169	R16A-SUBGRAPH-8626D7F8F98388E2D8B1	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00170	R16A-SUBGRAPH-8626D7F8F98388E2D8B1	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00171	R16A-SUBGRAPH-8B0692D9400E5F27AC41	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00172	R16A-SUBGRAPH-8B0692D9400E5F27AC41	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00173	R16A-SUBGRAPH-8B0692D9400E5F27AC41	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00174	R16A-SUBGRAPH-8B0692D9400E5F27AC41	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00175	R16A-SUBGRAPH-8B0692D9400E5F27AC41	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-ENGINE-00176	R16A-SUBGRAPH-8ED19D3F0FD732316BA6	ROUND15_FROZEN_ADMISSION	PRUNED	TOPOLOGY_DEGREE_BOUND	Qualified association was not admitted because the topology-derived local degree bound was already reached; this is not historical rejection.	trace-round15-full-space-adapter-v2
R16A-ENGINE-00177	R16A-SUBGRAPH-8ED19D3F0FD732316BA6	ROUND15_FROZEN_ADMISSION	UNRESOLVED	EQUAL_EVIDENCE_CAPACITY_TIE	Qualified association shares the cutoff evidence vector with competing candidates; identity order is forbidden as a historical tie-break, so admission remains unresolved.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00178	R16A-SUBGRAPH-8ED19D3F0FD732316BA6	LINEAR_PATH	INVALID	NOT_A_CONNECTED_LINEAR_TREE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00179	R16A-SUBGRAPH-8ED19D3F0FD732316BA6	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00180	R16A-SUBGRAPH-8ED19D3F0FD732316BA6	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00181	R16A-SUBGRAPH-8ED19D3F0FD732316BA6	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00182	R16A-SUBGRAPH-8ED19D3F0FD732316BA6	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00183	R16A-SUBGRAPH-8ED19D3F0FD732316BA6	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00184	R16A-SUBGRAPH-95003E05F03532B0DC65	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00185	R16A-SUBGRAPH-95003E05F03532B0DC65	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00186	R16A-SUBGRAPH-95003E05F03532B0DC65	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00187	R16A-SUBGRAPH-95003E05F03532B0DC65	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00188	R16A-SUBGRAPH-95003E05F03532B0DC65	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00189	R16A-SUBGRAPH-95D4380E9A37906AD091	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00190	R16A-SUBGRAPH-95D4380E9A37906AD091	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
